,date,prefecture,gender,age,medical_worker,status,count
49,2021-04-12,23,U,UNK,False,1,1
180,2021-04-13,23,F,-64,False,1,1
305,2021-04-14,23,F,-64,False,1,2
306,2021-04-14,23,F,65-,False,1,102
307,2021-04-14,23,M,65-,False,1,94
453,2021-04-15,23,F,-64,False,1,2
454,2021-04-15,23,F,65-,False,1,3
455,2021-04-15,23,M,-64,False,1,1
612,2021-04-16,23,F,-64,False,1,12
613,2021-04-16,23,F,65-,False,1,1
614,2021-04-16,23,M,-64,False,1,1
615,2021-04-16,23,M,65-,False,1,1
756,2021-04-17,23,F,-64,False,1,5
757,2021-04-17,23,F,65-,False,1,87
758,2021-04-17,23,M,65-,False,1,140
863,2021-04-18,23,F,65-,False,1,460
864,2021-04-18,23,M,65-,False,1,309
1001,2021-04-19,23,F,-64,False,1,76
1002,2021-04-19,23,F,65-,False,1,157
1003,2021-04-19,23,M,-64,False,1,27
1004,2021-04-19,23,M,65-,False,1,37
1005,2021-04-19,23,U,UNK,False,1,1
1213,2021-04-20,23,F,-64,False,1,85
1214,2021-04-20,23,F,65-,False,1,118
1215,2021-04-20,23,M,-64,False,1,28
1216,2021-04-20,23,M,65-,False,1,34
1217,2021-04-20,23,U,UNK,False,1,3
1431,2021-04-21,23,F,-64,False,1,117
1432,2021-04-21,23,F,65-,False,1,232
1433,2021-04-21,23,M,-64,False,1,31
1434,2021-04-21,23,M,65-,False,1,117
1435,2021-04-21,23,U,UNK,False,1,2
1651,2021-04-22,23,F,-64,False,1,127
1652,2021-04-22,23,F,65-,False,1,193
1653,2021-04-22,23,M,-64,False,1,46
1654,2021-04-22,23,M,65-,False,1,60
1655,2021-04-22,23,U,UNK,False,1,5
1869,2021-04-23,23,F,-64,False,1,130
1870,2021-04-23,23,F,65-,False,1,117
1871,2021-04-23,23,M,-64,False,1,34
1872,2021-04-23,23,M,65-,False,1,39
1873,2021-04-23,23,U,UNK,False,1,5
2078,2021-04-24,23,F,-64,False,1,63
2079,2021-04-24,23,F,65-,False,1,210
2080,2021-04-24,23,M,-64,False,1,16
2081,2021-04-24,23,M,65-,False,1,135
2082,2021-04-24,23,U,UNK,False,1,3
2261,2021-04-25,23,F,-64,False,1,1
2262,2021-04-25,23,F,65-,False,1,368
2263,2021-04-25,23,M,-64,False,1,5
2264,2021-04-25,23,M,65-,False,1,241
2265,2021-04-25,23,U,UNK,False,1,1
2429,2021-04-26,23,F,-64,False,1,129
2430,2021-04-26,23,F,65-,False,1,275
2431,2021-04-26,23,M,-64,False,1,46
2432,2021-04-26,23,M,65-,False,1,195
2649,2021-04-27,23,F,-64,False,1,177
2650,2021-04-27,23,F,65-,False,1,290
2651,2021-04-27,23,M,-64,False,1,40
2652,2021-04-27,23,M,65-,False,1,218
2653,2021-04-27,23,U,UNK,False,1,2
2875,2021-04-28,23,F,-64,False,1,265
2876,2021-04-28,23,F,65-,False,1,459
2877,2021-04-28,23,M,-64,False,1,39
2878,2021-04-28,23,M,65-,False,1,288
2879,2021-04-28,23,U,UNK,False,1,3
3080,2021-04-29,23,F,-64,False,1,2
3081,2021-04-29,23,F,65-,False,1,209
3082,2021-04-29,23,M,-64,False,1,3
3083,2021-04-29,23,M,65-,False,1,134
3084,2021-04-29,23,U,UNK,False,1,1
3279,2021-04-30,23,F,-64,False,1,161
3280,2021-04-30,23,F,65-,False,1,348
3281,2021-04-30,23,M,-64,False,1,31
3282,2021-04-30,23,M,65-,False,1,277
3283,2021-04-30,23,U,UNK,False,1,1
3491,2021-05-01,23,F,65-,False,1,439
3492,2021-05-01,23,M,65-,False,1,344
3493,2021-05-01,23,U,UNK,False,1,1
3679,2021-05-02,23,F,-64,False,1,5
3680,2021-05-02,23,F,65-,False,1,341
3681,2021-05-02,23,M,-64,False,1,3
3682,2021-05-02,23,M,65-,False,1,190
3683,2021-05-02,23,U,UNK,False,1,2
3829,2021-05-03,23,F,-64,False,1,3
3830,2021-05-03,23,F,65-,False,1,87
3831,2021-05-03,23,M,-64,False,1,3
3832,2021-05-03,23,M,65-,False,1,67
3989,2021-05-04,23,F,-64,False,1,1
3990,2021-05-04,23,F,65-,False,1,108
3991,2021-05-04,23,M,-64,False,1,4
3992,2021-05-04,23,M,65-,False,1,81
3993,2021-05-04,23,U,UNK,False,1,1
4143,2021-05-05,23,F,65-,False,1,249
4144,2021-05-05,23,F,65-,False,2,100
4145,2021-05-05,23,M,-64,False,1,3
4146,2021-05-05,23,M,65-,False,1,205
4147,2021-05-05,23,M,65-,False,2,93
4386,2021-05-06,23,F,-64,False,1,13
4387,2021-05-06,23,F,65-,False,1,1252
4388,2021-05-06,23,F,65-,False,2,1
4389,2021-05-06,23,M,-64,False,1,8
4390,2021-05-06,23,M,65-,False,1,817
4391,2021-05-06,23,U,UNK,False,1,11
4739,2021-05-07,23,F,-64,False,1,4
4740,2021-05-07,23,F,65-,False,1,529
4741,2021-05-07,23,F,65-,False,2,1
4742,2021-05-07,23,M,-64,False,1,2
4743,2021-05-07,23,M,65-,False,1,291
4744,2021-05-07,23,M,65-,False,2,1
4745,2021-05-07,23,U,UNK,False,1,2
5058,2021-05-08,23,F,-64,False,1,10
5059,2021-05-08,23,F,65-,False,1,1662
5060,2021-05-08,23,F,65-,False,2,87
5061,2021-05-08,23,M,-64,False,1,8
5062,2021-05-08,23,M,65-,False,1,1107
5063,2021-05-08,23,M,65-,False,2,138
5064,2021-05-08,23,U,UNK,False,1,2
5065,2021-05-08,23,U,UNK,False,2,2
5357,2021-05-09,23,F,-64,False,1,10
5358,2021-05-09,23,F,65-,False,1,1101
5359,2021-05-09,23,F,65-,False,2,455
5360,2021-05-09,23,M,-64,False,1,9
5361,2021-05-09,23,M,65-,False,1,785
5362,2021-05-09,23,M,65-,False,2,311
5363,2021-05-09,23,U,UNK,False,1,8
5691,2021-05-10,23,F,-64,False,1,24
5692,2021-05-10,23,F,65-,False,1,1381
5693,2021-05-10,23,F,65-,False,2,109
5694,2021-05-10,23,M,-64,False,1,21
5695,2021-05-10,23,M,65-,False,1,918
5696,2021-05-10,23,M,65-,False,2,29
5697,2021-05-10,23,U,UNK,False,1,11
5698,2021-05-10,23,U,UNK,False,2,1
6103,2021-05-11,23,F,-64,False,1,16
6104,2021-05-11,23,F,65-,False,1,1811
6105,2021-05-11,23,F,65-,False,2,95
6106,2021-05-11,23,M,-64,False,1,21
6107,2021-05-11,23,M,65-,False,1,1085
6108,2021-05-11,23,M,65-,False,2,25
6109,2021-05-11,23,U,UNK,False,1,15
6110,2021-05-11,23,U,UNK,False,2,2
6542,2021-05-12,23,F,-64,False,1,15
6543,2021-05-12,23,F,65-,False,1,4484
6544,2021-05-12,23,F,65-,False,2,176
6545,2021-05-12,23,M,-64,False,1,17
6546,2021-05-12,23,M,65-,False,1,3496
6547,2021-05-12,23,M,65-,False,2,94
6548,2021-05-12,23,U,UNK,False,1,15
6971,2021-05-13,23,F,-64,False,1,63
6972,2021-05-13,23,F,65-,False,1,3188
6973,2021-05-13,23,F,65-,False,2,123
6974,2021-05-13,23,M,-64,False,1,35
6975,2021-05-13,23,M,65-,False,1,2292
6976,2021-05-13,23,M,65-,False,2,39
6977,2021-05-13,23,U,UNK,False,1,15
6978,2021-05-13,23,U,UNK,False,2,1
7395,2021-05-14,23,F,-64,False,1,31
7396,2021-05-14,23,F,65-,False,1,2092
7397,2021-05-14,23,F,65-,False,2,160
7398,2021-05-14,23,M,-64,False,1,26
7399,2021-05-14,23,M,65-,False,1,1347
7400,2021-05-14,23,M,65-,False,2,36
7401,2021-05-14,23,U,UNK,False,1,10
7402,2021-05-14,23,U,UNK,False,2,3
7796,2021-05-15,23,F,-64,False,1,24
7797,2021-05-15,23,F,65-,False,1,2792
7798,2021-05-15,23,F,65-,False,2,176
7799,2021-05-15,23,M,-64,False,1,37
7800,2021-05-15,23,M,-64,False,2,2
7801,2021-05-15,23,M,65-,False,1,2235
7802,2021-05-15,23,M,65-,False,2,129
7803,2021-05-15,23,U,UNK,False,1,5
7804,2021-05-15,23,U,UNK,False,2,2
8184,2021-05-16,23,F,-64,False,1,88
8185,2021-05-16,23,F,-64,False,2,1
8186,2021-05-16,23,F,65-,False,1,13523
8187,2021-05-16,23,F,65-,False,2,363
8188,2021-05-16,23,M,-64,False,1,106
8189,2021-05-16,23,M,-64,False,2,5
8190,2021-05-16,23,M,65-,False,1,10794
8191,2021-05-16,23,M,65-,False,2,244
8192,2021-05-16,23,U,UNK,False,1,24
8564,2021-05-17,23,F,-64,False,1,39
8565,2021-05-17,23,F,65-,False,1,2680
8566,2021-05-17,23,F,65-,False,2,138
8567,2021-05-17,23,M,-64,False,1,24
8568,2021-05-17,23,M,-64,False,2,2
8569,2021-05-17,23,M,65-,False,1,1909
8570,2021-05-17,23,M,65-,False,2,84
8571,2021-05-17,23,U,UNK,False,1,10
9000,2021-05-18,23,F,-64,False,1,33
9001,2021-05-18,23,F,-64,False,2,1
9002,2021-05-18,23,F,65-,False,1,2847
9003,2021-05-18,23,F,65-,False,2,210
9004,2021-05-18,23,M,-64,False,1,36
9005,2021-05-18,23,M,-64,False,2,1
9006,2021-05-18,23,M,65-,False,1,1979
9007,2021-05-18,23,M,65-,False,2,155
9008,2021-05-18,23,U,UNK,False,1,8
9455,2021-05-19,23,F,-64,False,1,54
9456,2021-05-19,23,F,-64,False,2,3
9457,2021-05-19,23,F,65-,False,1,5266
9458,2021-05-19,23,F,65-,False,2,438
9459,2021-05-19,23,M,-64,False,1,32
9460,2021-05-19,23,M,-64,False,2,1
9461,2021-05-19,23,M,65-,False,1,3840
9462,2021-05-19,23,M,65-,False,2,292
9463,2021-05-19,23,U,UNK,False,1,20
9464,2021-05-19,23,U,UNK,False,2,1
9888,2021-05-20,23,F,-64,False,1,46
9889,2021-05-20,23,F,-64,False,2,1
9890,2021-05-20,23,F,65-,False,1,3951
9891,2021-05-20,23,F,65-,False,2,237
9892,2021-05-20,23,M,-64,False,1,48
9893,2021-05-20,23,M,-64,False,2,3
9894,2021-05-20,23,M,65-,False,1,2718
9895,2021-05-20,23,M,65-,False,2,154
9896,2021-05-20,23,U,UNK,False,1,16
10315,2021-05-21,23,F,-64,False,1,54
10316,2021-05-21,23,F,-64,False,2,4
10317,2021-05-21,23,F,65-,False,1,3289
10318,2021-05-21,23,F,65-,False,2,223
10319,2021-05-21,23,M,-64,False,1,46
10320,2021-05-21,23,M,-64,False,2,8
