,date,prefecture,gender,age,medical_worker,status,count
7706,2021-05-14,23,M,65-,False,2,37
7707,2021-05-14,23,U,UNK,False,1,11
7708,2021-05-14,23,U,UNK,False,2,4
8129,2021-05-15,23,F,-64,False,1,28
8130,2021-05-15,23,F,-64,False,2,10
8131,2021-05-15,23,F,65-,False,1,3051
8132,2021-05-15,23,F,65-,False,2,202
8133,2021-05-15,23,M,-64,False,1,36
8134,2021-05-15,23,M,-64,False,2,3
8135,2021-05-15,23,M,65-,False,1,2433
8136,2021-05-15,23,M,65-,False,2,133
8137,2021-05-15,23,U,UNK,False,1,5
8138,2021-05-15,23,U,UNK,False,2,2
8531,2021-05-16,23,F,-64,False,1,87
8532,2021-05-16,23,F,-64,False,2,1
8533,2021-05-16,23,F,65-,False,1,13520
8534,2021-05-16,23,F,65-,False,2,363
8535,2021-05-16,23,M,-64,False,1,104
8536,2021-05-16,23,M,-64,False,2,5
8537,2021-05-16,23,M,65-,False,1,10797
8538,2021-05-16,23,M,65-,False,2,243
8539,2021-05-16,23,U,UNK,False,1,26
8923,2021-05-17,23,F,-64,False,1,47
8924,2021-05-17,23,F,-64,False,2,3
8925,2021-05-17,23,F,65-,False,1,2784
8926,2021-05-17,23,F,65-,False,2,164
8927,2021-05-17,23,M,-64,False,1,30
8928,2021-05-17,23,M,-64,False,2,3
8929,2021-05-17,23,M,65-,False,1,1976
8930,2021-05-17,23,M,65-,False,2,86
8931,2021-05-17,23,U,UNK,False,1,11
9374,2021-05-18,23,F,-64,False,1,48
9375,2021-05-18,23,F,-64,False,2,12
9376,2021-05-18,23,F,65-,False,1,2993
9377,2021-05-18,23,F,65-,False,2,234
9378,2021-05-18,23,M,-64,False,1,41
9379,2021-05-18,23,M,-64,False,2,3
9380,2021-05-18,23,M,65-,False,1,2031
9381,2021-05-18,23,M,65-,False,2,164
9382,2021-05-18,23,U,UNK,False,1,10
9834,2021-05-19,23,F,-64,False,1,66
9835,2021-05-19,23,F,-64,False,2,16
9836,2021-05-19,23,F,65-,False,1,5359
9837,2021-05-19,23,F,65-,False,2,486
9838,2021-05-19,23,M,-64,False,1,35
9839,2021-05-19,23,M,-64,False,2,8
9840,2021-05-19,23,M,65-,False,1,3889
9841,2021-05-19,23,M,65-,False,2,305
9842,2021-05-19,23,U,UNK,False,1,23
9843,2021-05-19,23,U,UNK,False,2,1
10278,2021-05-20,23,F,-64,False,1,57
10279,2021-05-20,23,F,-64,False,2,1
10280,2021-05-20,23,F,65-,False,1,4139
10281,2021-05-20,23,F,65-,False,2,240
10282,2021-05-20,23,M,-64,False,1,49
10283,2021-05-20,23,M,-64,False,2,3
10284,2021-05-20,23,M,65-,False,1,2784
10285,2021-05-20,23,M,65-,False,2,154
10286,2021-05-20,23,U,UNK,False,1,20
10714,2021-05-21,23,F,-64,False,1,63
10715,2021-05-21,23,F,-64,False,2,23
10716,2021-05-21,23,F,65-,False,1,3394
10717,2021-05-21,23,F,65-,False,2,278
10718,2021-05-21,23,M,-64,False,1,49
10719,2021-05-21,23,M,-64,False,2,9
10720,2021-05-21,23,M,65-,False,1,2364
10721,2021-05-21,23,M,65-,False,2,200
10722,2021-05-21,23,U,UNK,False,1,12
10723,2021-05-21,23,U,UNK,False,2,3
11151,2021-05-22,23,F,-64,False,1,66
11152,2021-05-22,23,F,-64,False,2,10
11153,2021-05-22,23,F,65-,False,1,4553
11154,2021-05-22,23,F,65-,False,2,475
11155,2021-05-22,23,M,-64,False,1,53
11156,2021-05-22,23,M,-64,False,2,2
11157,2021-05-22,23,M,65-,False,1,3329
11158,2021-05-22,23,M,65-,False,2,370
11159,2021-05-22,23,U,UNK,False,1,10
11563,2021-05-23,23,F,-64,False,1,146
11564,2021-05-23,23,F,-64,False,2,4
11565,2021-05-23,23,F,65-,False,1,13623
11566,2021-05-23,23,F,65-,False,2,360
11567,2021-05-23,23,M,-64,False,1,154
11568,2021-05-23,23,M,-64,False,2,3
11569,2021-05-23,23,M,65-,False,1,10348
11570,2021-05-23,23,M,65-,False,2,205
11571,2021-05-23,23,U,UNK,False,1,15
11572,2021-05-23,23,U,UNK,False,2,1
11959,2021-05-24,23,F,-64,False,1,156
11960,2021-05-24,23,F,-64,False,2,3
11961,2021-05-24,23,F,65-,False,1,10353
11962,2021-05-24,23,F,65-,False,2,102
11963,2021-05-24,23,M,-64,False,1,149
11964,2021-05-24,23,M,-64,False,2,3
11965,2021-05-24,23,M,65-,False,1,8208
11966,2021-05-24,23,M,65-,False,2,74
11967,2021-05-24,23,U,UNK,False,1,52
12349,2021-05-25,23,F,-64,False,1,276
12350,2021-05-25,23,F,-64,False,2,3
12351,2021-05-25,23,F,65-,False,1,14413
12352,2021-05-25,23,F,65-,False,2,188
12353,2021-05-25,23,M,-64,False,1,182
12354,2021-05-25,23,M,-64,False,2,4
12355,2021-05-25,23,M,65-,False,1,10786
12356,2021-05-25,23,M,65-,False,2,138
12357,2021-05-25,23,U,UNK,False,1,72
12358,2021-05-25,23,U,UNK,False,2,2
12736,2021-05-26,23,F,-64,False,1,246
12737,2021-05-26,23,F,-64,False,2,1
12738,2021-05-26,23,F,65-,False,1,18463
12739,2021-05-26,23,F,65-,False,2,154
12740,2021-05-26,23,M,-64,False,1,201
12741,2021-05-26,23,M,-64,False,2,4
12742,2021-05-26,23,M,65-,False,1,13537
12743,2021-05-26,23,M,65-,False,2,115
12744,2021-05-26,23,U,UNK,False,1,69
13154,2021-05-27,23,F,-64,False,1,237
13155,2021-05-27,23,F,-64,False,2,17
13156,2021-05-27,23,F,65-,False,1,14874
13157,2021-05-27,23,F,65-,False,2,1200
13158,2021-05-27,23,M,-64,False,1,203
13159,2021-05-27,23,M,-64,False,2,8
13160,2021-05-27,23,M,65-,False,1,10869
13161,2021-05-27,23,M,65-,False,2,750
13162,2021-05-27,23,U,UNK,False,1,91
13163,2021-05-27,23,U,UNK,False,2,2
13599,2021-05-28,23,F,-64,False,1,292
13600,2021-05-28,23,F,-64,False,2,13
13601,2021-05-28,23,F,65-,False,1,16169
13602,2021-05-28,23,F,65-,False,2,533
13603,2021-05-28,23,M,-64,False,1,283
13604,2021-05-28,23,M,-64,False,2,4
13605,2021-05-28,23,M,65-,False,1,12202
13606,2021-05-28,23,M,65-,False,2,280
13607,2021-05-28,23,U,UNK,False,1,76
13608,2021-05-28,23,U,UNK,False,2,1
14043,2021-05-29,23,F,-64,False,1,221
14044,2021-05-29,23,F,-64,False,2,8
14045,2021-05-29,23,F,65-,False,1,12120
14046,2021-05-29,23,F,65-,False,2,1586
14047,2021-05-29,23,M,-64,False,1,265
14048,2021-05-29,23,M,-64,False,2,8
14049,2021-05-29,23,M,65-,False,1,9325
14050,2021-05-29,23,M,65-,False,2,1070
14051,2021-05-29,23,U,UNK,False,1,52
14052,2021-05-29,23,U,UNK,False,2,4
14468,2021-05-30,23,F,-64,False,1,455
14469,2021-05-30,23,F,-64,False,2,10
14470,2021-05-30,23,F,65-,False,1,17481
14471,2021-05-30,23,F,65-,False,2,750
14472,2021-05-30,23,M,-64,False,1,467
14473,2021-05-30,23,M,-64,False,2,9
14474,2021-05-30,23,M,65-,False,1,14321
14475,2021-05-30,23,M,65-,False,2,540
14476,2021-05-30,23,U,UNK,False,1,24
14915,2021-05-31,23,F,-64,False,1,311
14916,2021-05-31,23,F,-64,False,2,39
14917,2021-05-31,23,F,65-,False,1,17982
14918,2021-05-31,23,F,65-,False,2,1209
14919,2021-05-31,23,M,-64,False,1,314
14920,2021-05-31,23,M,-64,False,2,21
14921,2021-05-31,23,M,65-,False,1,13701
14922,2021-05-31,23,M,65-,False,2,797
14923,2021-05-31,23,U,UNK,False,1,50
14924,2021-05-31,23,U,UNK,False,2,5
15376,2021-06-01,23,F,-64,False,1,302
15377,2021-06-01,23,F,-64,False,2,18
15378,2021-06-01,23,F,65-,False,1,20313
15379,2021-06-01,23,F,65-,False,2,1320
15380,2021-06-01,23,M,-64,False,1,297
15381,2021-06-01,23,M,-64,False,2,22
15382,2021-06-01,23,M,65-,False,1,15570
15383,2021-06-01,23,M,65-,False,2,918
15384,2021-06-01,23,U,UNK,False,1,66
15385,2021-06-01,23,U,UNK,False,2,6
15838,2021-06-02,23,F,-64,False,1,341
15839,2021-06-02,23,F,-64,False,2,15
15840,2021-06-02,23,F,65-,False,1,18978
15841,2021-06-02,23,F,65-,False,2,3793
15842,2021-06-02,23,M,-64,False,1,295
15843,2021-06-02,23,M,-64,False,2,17
15844,2021-06-02,23,M,65-,False,1,13751
15845,2021-06-02,23,M,65-,False,2,2918
15846,2021-06-02,23,U,UNK,False,1,72
15847,2021-06-02,23,U,UNK,False,2,6
16299,2021-06-03,23,F,-64,False,1,344
16300,2021-06-03,23,F,-64,False,2,60
16301,2021-06-03,23,F,65-,False,1,19990
16302,2021-06-03,23,F,65-,False,2,2379
16303,2021-06-03,23,M,-64,False,1,338
16304,2021-06-03,23,M,-64,False,2,29
16305,2021-06-03,23,M,65-,False,1,15174
16306,2021-06-03,23,M,65-,False,2,1594
16307,2021-06-03,23,U,UNK,False,1,59
16308,2021-06-03,23,U,UNK,False,2,2
16761,2021-06-04,23,F,-64,False,1,407
16762,2021-06-04,23,F,-64,False,2,26
16763,2021-06-04,23,F,65-,False,1,18790
16764,2021-06-04,23,F,65-,False,2,2039
16765,2021-06-04,23,M,-64,False,1,377
16766,2021-06-04,23,M,-64,False,2,26
16767,2021-06-04,23,M,65-,False,1,14397
16768,2021-06-04,23,M,65-,False,2,1360
16769,2021-06-04,23,U,UNK,False,1,61
16770,2021-06-04,23,U,UNK,False,2,8
17216,2021-06-05,23,F,-64,False,1,584
17217,2021-06-05,23,F,-64,False,2,30
17218,2021-06-05,23,F,65-,False,1,20090
17219,2021-06-05,23,F,65-,False,2,2226
17220,2021-06-05,23,M,-64,False,1,596
17221,2021-06-05,23,M,-64,False,2,38
17222,2021-06-05,23,M,65-,False,1,16662
17223,2021-06-05,23,M,65-,False,2,1757
17224,2021-06-05,23,U,UNK,False,1,65
17225,2021-06-05,23,U,UNK,False,2,2
17667,2021-06-06,23,F,-64,False,1,284
17668,2021-06-06,23,F,-64,False,2,84
17669,2021-06-06,23,F,65-,False,1,11695
17670,2021-06-06,23,F,65-,False,2,12196
17671,2021-06-06,23,M,-64,False,1,308
17672,2021-06-06,23,M,-64,False,2,97
17673,2021-06-06,23,M,65-,False,1,10659
17674,2021-06-06,23,M,65-,False,2,9786
17675,2021-06-06,23,U,UNK,False,1,30
17676,2021-06-06,23,U,UNK,False,2,15
18118,2021-06-07,23,F,-64,False,1,495
18119,2021-06-07,23,F,-64,False,2,29
18120,2021-06-07,23,F,65-,False,1,21594
18121,2021-06-07,23,F,65-,False,2,2467
18122,2021-06-07,23,M,-64,False,1,434
18123,2021-06-07,23,M,-64,False,2,21
18124,2021-06-07,23,M,65-,False,1,16756
18125,2021-06-07,23,M,65-,False,2,1706
18126,2021-06-07,23,U,UNK,False,1,57
18127,2021-06-07,23,U,UNK,False,2,3
18584,2021-06-08,23,F,-64,False,1,492
18585,2021-06-08,23,F,-64,False,2,26
18586,2021-06-08,23,F,65-,False,1,21919
18587,2021-06-08,23,F,65-,False,2,2433
18588,2021-06-08,23,M,-64,False,1,369
18589,2021-06-08,23,M,-64,False,2,18
18590,2021-06-08,23,M,65-,False,1,17029
18591,2021-06-08,23,M,65-,False,2,1720
18592,2021-06-08,23,U,UNK,False,1,67
18593,2021-06-08,23,U,UNK,False,2,4
19049,2021-06-09,23,F,-64,False,1,433
19050,2021-06-09,23,F,-64,False,2,41
19051,2021-06-09,23,F,65-,False,1,19070
19052,2021-06-09,23,F,65-,False,2,4743
19053,2021-06-09,23,M,-64,False,1,378
19054,2021-06-09,23,M,-64,False,2,26
19055,2021-06-09,23,M,65-,False,1,14645
19056,2021-06-09,23,M,65-,False,2,3477
19057,2021-06-09,23,U,UNK,False,1,59
19058,2021-06-09,23,U,UNK,False,2,7
19509,2021-06-10,23,F,-64,False,1,452
19510,2021-06-10,23,F,-64,False,2,24
19511,2021-06-10,23,F,65-,False,1,18780
19512,2021-06-10,23,F,65-,False,2,2238
19513,2021-06-10,23,M,-64,False,1,363
19514,2021-06-10,23,M,-64,False,2,30
19515,2021-06-10,23,M,65-,False,1,14666
19516,2021-06-10,23,M,65-,False,2,1610
19517,2021-06-10,23,U,UNK,False,1,33
