,date,prefecture,gender,age,medical_worker,status,count
49,2021-04-12,23,U,UNK,False,1,1
179,2021-04-13,23,F,-64,False,1,1
303,2021-04-14,23,F,-64,False,1,2
304,2021-04-14,23,F,65-,False,1,102
305,2021-04-14,23,M,65-,False,1,94
451,2021-04-15,23,F,-64,False,1,2
452,2021-04-15,23,F,65-,False,1,3
453,2021-04-15,23,M,-64,False,1,1
608,2021-04-16,23,F,-64,False,1,12
609,2021-04-16,23,F,65-,False,1,1
610,2021-04-16,23,M,-64,False,1,1
611,2021-04-16,23,M,65-,False,1,1
747,2021-04-17,23,F,-64,False,1,5
748,2021-04-17,23,F,65-,False,1,87
749,2021-04-17,23,M,65-,False,1,140
854,2021-04-18,23,F,65-,False,1,460
855,2021-04-18,23,M,65-,False,1,309
991,2021-04-19,23,F,-64,False,1,76
992,2021-04-19,23,F,65-,False,1,157
993,2021-04-19,23,M,-64,False,1,27
994,2021-04-19,23,M,65-,False,1,37
995,2021-04-19,23,U,UNK,False,1,1
1202,2021-04-20,23,F,-64,False,1,85
1203,2021-04-20,23,F,65-,False,1,118
1204,2021-04-20,23,M,-64,False,1,28
1205,2021-04-20,23,M,65-,False,1,34
1206,2021-04-20,23,U,UNK,False,1,3
1419,2021-04-21,23,F,-64,False,1,117
1420,2021-04-21,23,F,65-,False,1,232
1421,2021-04-21,23,M,-64,False,1,31
1422,2021-04-21,23,M,65-,False,1,117
1423,2021-04-21,23,U,UNK,False,1,2
1639,2021-04-22,23,F,-64,False,1,127
1640,2021-04-22,23,F,65-,False,1,193
1641,2021-04-22,23,M,-64,False,1,46
1642,2021-04-22,23,M,65-,False,1,60
1643,2021-04-22,23,U,UNK,False,1,5
1857,2021-04-23,23,F,-64,False,1,130
1858,2021-04-23,23,F,65-,False,1,117
1859,2021-04-23,23,M,-64,False,1,34
1860,2021-04-23,23,M,65-,False,1,39
1861,2021-04-23,23,U,UNK,False,1,5
2066,2021-04-24,23,F,-64,False,1,63
2067,2021-04-24,23,F,65-,False,1,210
2068,2021-04-24,23,M,-64,False,1,16
2069,2021-04-24,23,M,65-,False,1,135
2070,2021-04-24,23,U,UNK,False,1,3
2249,2021-04-25,23,F,-64,False,1,1
2250,2021-04-25,23,F,65-,False,1,368
2251,2021-04-25,23,M,-64,False,1,5
2252,2021-04-25,23,M,65-,False,1,241
2253,2021-04-25,23,U,UNK,False,1,1
